Tanggal,No_bukti,Keterangan,Kode,Account,Kategory, Debet , Kredit , Saldo ,   Stock ,   Saldo Stock Ayam ,   Harga Satuan , penjualan , Cumm_penj ,  Saldo_deff ,   beban ,  Cummbeban 
7-Jul-19,,Persediaan beras (dikurangi 2 pack),BPJ,Beban Harga Pokok,Beban," 2,000 ",," 2,000 ",,146.5, -   , -   , -   ," 2,000 ",2000," 9,645,719 "
7-Jul-19,,Persediaan beras (dikurangi 2 pack),PBRS,Persediaan Beras,Harta,," 2,000 ", -   ,,146.5, -   , -   , -   ," (2,000)",0, -   
8-Jul-19,,Bayar Iuran Air,BPAM,Beban PAM,Beban," 100,000 ",," 100,000 ",,146.5, -   , -   , -   ," 100,000 ",100000," 9,745,719 "
8-Jul-19,,Bayar Iuran Air,KAS,Kas dompet,Harta,," 100,000 ", -   ,,146.5, -   , -   , -   ," (100,000)",0, -   
8-Jul-19,,"Penjualan ayam by Toko 9,5 ekor",KAS,Kas dompet,Harta," 576,000 ",," 576,000 ",,146.5, -   , -   , -   ," 576,000 ",0, -   
8-Jul-19,,"Penjualan ayam by Toko 9,5 ekor",PJTK,Penjualan Toko,Penjualan,," 576,000 ", -   ,,146.5, -   ," 576,000 "," 5,668,000 "," (576,000)",0, -   
8-Jul-19,,"Penjualan ayam by Pesanan 2,5 ekor",KAS,Kas dompet,Harta," 152,000 ",," 152,000 ",,146.5, -   , -   , -   ," 152,000 ",0, -   
8-Jul-19,,"Penjualan ayam by Pesanan 2,5 ekor",PJTK,Penjualan Toko,Penjualan,," 152,000 ", -   ,,146.5, -   ," 152,000 "," 5,820,000 "," (152,000)",0, -   
8-Jul-19,,Penjualan nasi by Toko 5 pack,KAS,Kas dompet,Harta," 20,000 ",," 20,000 ",,146.5, -   , -   , -   ," 20,000 ",0, -   
8-Jul-19,,Penjualan nasi by Toko 5 pack,PJTK,Penjualan Toko,Penjualan,," 20,000 ", -   ,,146.5, -   ," 20,000 "," 5,840,000 "," (20,000)",0, -   
8-Jul-19,,Penjualan ricebowl by Toko 1 paket,KAS,Kas dompet,Harta," 15,000 ",," 15,000 ",,146.5, -   , -   , -   ," 15,000 ",0, -   
8-Jul-19,,Penjualan ricebowl by Toko 1 paket,PJTK,Penjualan Toko,Penjualan,," 15,000 ", -   ,,146.5, -   ," 15,000 "," 5,855,000 "," (15,000)",0, -   
8-Jul-19,,Gaji Dinar harian,ACCR,Accrude,Accrude," 30,000 ",," 30,000 ",,146.5, -   , -   , -   ," 30,000 ",0, -   
8-Jul-19,,Gaji Dinar harian,KAS,Kas dompet,Harta,," 30,000 ", -   ,,146.5, -   , -   , -   ," (30,000)",0, -   
8-Jul-19,,Persediaan ayam (dikurangi 12 ekor),BPJ,Beban Harga Pokok,Beban," 420,000 ",," 420,000 ",-12,134.5, -   , -   , -   ," 420,000 ",420000," 10,165,719 "
8-Jul-19,,Persediaan ayam (dikurangi 12 ekor),PAYM,Persediaan Ayam+Sambal+Lalap,Harta,," 420,000 ", -   ,,134.5, -   , -   , -   ," (420,000)",0, -   
8-Jul-19,,Persediaan ricebowl (dikurangi 1 paket),BPJ,Beban Harga Pokok,Beban," 8,550 ",," 8,550 ",-0.5,134, -   , -   , -   ," 8,550 ",8550," 10,174,269 "
8-Jul-19,,Persediaan ricebowl (dikurangi 1 paket),PBWL,Persediaan Ricebowl,Harta,," 8,550 ", -   ,,134, -   , -   , -   ," (8,550)",0, -   
8-Jul-19,,Persediaan beras (dikurangi 5 pack),BPJ,Beban Harga Pokok,Beban," 5,000 ",," 5,000 ",,134, -   , -   , -   ," 5,000 ",5000," 10,179,269 "
8-Jul-19,,Persediaan beras (dikurangi 5 pack),PBRS,Persediaan Beras,Harta,," 5,000 ", -   ,,134, -   , -   , -   ," (5,000)",0, -   
9-Jul-19,,"Belanja cabe 2kg,timun4kg",PAYM,Persediaan Ayam+Sambal+Lalap,Harta," 155,000 ",," 155,000 ",,134, -   , -   , -   ," 155,000 ",0, -   
9-Jul-19,,"Belanja cabe 2kg,timun4kg",KAS,Kas dompet,Harta,," 155,000 ", -   ,,134, -   , -   , -   ," (155,000)",0, -   
9-Jul-19,,Beli Beras 10kg Cap Jeruk,PBRS,Persediaan Beras,Harta," 140,000 ",," 140,000 ",,134, -   , -   , -   ," 140,000 ",0, -   
9-Jul-19,,Beli Beras 10kg Cap Jeruk,KAS,Kas dompet,Harta,," 140,000 ", -   ,,134, -   , -   , -   ," (140,000)",0, -   
9-Jul-19,,Beli telur 1 kg,PBWL,Persediaan Ricebowl,Harta," 25,000 ",," 25,000 ",,134, -   , -   , -   ," 25,000 ",0, -   
9-Jul-19,,Beli telur 1 kg,KAS,Kas dompet,Harta,," 25,000 ", -   ,,134, -   , -   , -   ," (25,000)",0, -   
9-Jul-19,,"Beli Gas 12 kg, 2 tabung @147.500",CMSBL,Consumable,Beban," 295,000 ",," 295,000 ",,134, -   , -   , -   ," 295,000 ",295000," 10,474,269 "
9-Jul-19,,Beli regulator gas 1 @75.000,CMSBL,Consumable,Beban," 75,000 ",," 370,000 ",,134, -   , -   , -   ," 75,000 ",75000," 10,549,269 "
9-Jul-19,,Beli Gas dan Regulator,KAS,Kas dompet,Harta,," 370,000 ", -   ,,134, -   , -   , -   ," (370,000)",0, -   
9-Jul-19,,Penjualan ayam by Toko 11 ekor,KAS,Kas dompet,Harta," 668,000 ",," 668,000 ",,134, -   , -   , -   ," 668,000 ",0, -   
9-Jul-19,,Penjualan ayam by Toko 11 ekor,PJTK,Penjualan Toko,Penjualan,," 668,000 ", -   ,,134, -   ," 668,000 "," 6,523,000 "," (668,000)",0, -   
9-Jul-19,,Penjualan ayam by Pesanan 1/2 ekor,KAS,Kas dompet,Harta," 32,000 ",," 32,000 ",,134, -   , -   , -   ," 32,000 ",0, -   
9-Jul-19,,Penjualan ayam by Pesanan 1/2 ekor,PJTK,Penjualan Toko,Penjualan,," 32,000 ", -   ,,134, -   ," 32,000 "," 6,555,000 "," (32,000)",0, -   
9-Jul-19,,Penjualan ricebowl by Toko 3 paket,KAS,Kas dompet,Harta," 45,000 ",," 45,000 ",,134, -   , -   , -   ," 45,000 ",0, -   
9-Jul-19,,Penjualan ricebowl by Toko 3 paket,PJTK,Penjualan Toko,Penjualan,," 45,000 ", -   ,,134, -   ," 45,000 "," 6,600,000 "," (45,000)",0, -   
9-Jul-19,,Gaji Dinar harian,ACCR,Accrude,Accrude," 30,000 ",," 30,000 ",,134, -   , -   , -   ," 30,000 ",0, -   
9-Jul-19,,Gaji Dinar harian,KAS,Kas dompet,Harta,," 30,000 ", -   ,,134, -   , -   , -   ," (30,000)",0, -   
9-Jul-19,,Persediaan ayam (dikurangi 11 ekor),BPJ,Beban Harga Pokok,Beban," 385,000 ",," 385,000 ",-11,123, -   , -   , -   ," 385,000 ",385000," 10,934,269 "
9-Jul-19,,Persediaan ayam (dikurangi 11 ekor),PAYM,Persediaan Ayam+Sambal+Lalap,Harta,," 385,000 ", -   ,,123, -   , -   , -   ," (385,000)",0, -   
9-Jul-19,,Persediaan ricebowl (dikurangi 3 paket),BPJ,Beban Harga Pokok,Beban," 25,650 ",," 25,650 ",-0.5,122.5, -   , -   , -   ," 25,650 ",25650," 10,959,919 "
9-Jul-19,,Persediaan ricebowl (dikurangi 3 paket),PBWL,Persediaan Ricebowl,Harta,," 25,650 ", -   ,,122.5, -   , -   , -   ," (25,650)",0, -   
10-Jul-19,,Beli plastik,CMSBL,Consumable,Beban," 17,000 ",," 17,000 ",,122.5, -   , -   , -   ," 17,000 ",17000," 10,976,919 "
10-Jul-19,,Beli plastik,KAS,Kas dompet,Harta,," 17,000 ", -   ,,122.5, -   , -   , -   ," (17,000)",0, -   
10-Jul-19,,Biaya Sodaqoh,BSUM,Beban Sumbangan,Beban," 5,000 ",," 5,000 ",,122.5, -   , -   , -   ," 5,000 ",5000," 10,981,919 "
10-Jul-19,,Beli Tomat,PAYM,Persediaan Ayam+Sambal+Lalap,Harta," 6,000 ",," 11,000 ",,122.5, -   , -   , -   ," 6,000 ",0, -   
10-Jul-19,,Biaya sodaqoh dan tomat,KAS,Kas dompet,Harta,," 11,000 ", -   ,,122.5, -   , -   , -   ," (11,000)",0, -   
10-Jul-19,,Penjualan ayam by Toko 15 ekor,KAS,Kas dompet,Harta," 920,000 ",," 920,000 ",,122.5, -   , -   , -   ," 920,000 ",0, -   
10-Jul-19,,Penjualan nasi by Toko 3 pack,KAS,Kas dompet,Harta," 12,000 ",," 932,000 ",,122.5, -   , -   , -   ," 12,000 ",0, -   
10-Jul-19,,Penjualan ricebowl by Toko 4 paket,KAS,Kas dompet,Harta," 60,000 ",," 992,000 ",,122.5, -   , -   , -   ," 60,000 ",0, -   
10-Jul-19,,"Penjualan ayam 15 ekor, nasi 3pack, ricebowl 4paket",PJTK,Penjualan Toko,Penjualan,," 992,000 ", -   ,,122.5, -   ," 992,000 "," 7,592,000 "," (992,000)",0, -   
10-Jul-19,,Penjualan tempe kering (laba tempe) 1,KAS,Kas dompet,Harta," 3,000 ",," 3,000 ",,122.5, -   , -   , -   ," 3,000 ",0, -   
10-Jul-19,,Penjualan tempe kering (laba tempe) 1,PBT,Penjualan Barang Titip,Penjualan,," 3,000 ", -   ,,122.5, -   ," 3,000 "," 7,595,000 "," (3,000)",0, -   
10-Jul-19,,Penjualan ayam by Pesanan 1/2 ekor,KAS,Kas dompet,Harta," 32,000 ",," 32,000 ",,122.5, -   , -   , -   ," 32,000 ",0, -   
10-Jul-19,,Penjualan ayam by Pesanan 1/2 ekor,PJTK,Penjualan Toko,Penjualan,," 32,000 ", -   ,,122.5, -   ," 32,000 "," 7,627,000 "," (32,000)",0, -   
10-Jul-19,,Gaji Dinar harian,ACCR,Accrude,Accrude," 30,000 ",," 30,000 ",,122.5, -   , -   , -   ," 30,000 ",0, -   
10-Jul-19,,Gaji Dinar harian,KAS,Kas dompet,Harta,," 30,000 ", -   ,,122.5, -   , -   , -   ," (30,000)",0, -   
10-Jul-19,,"Persediaan ayam (dikurangi 15,5 ekor)",BPJ,Beban Harga Pokok,Beban," 542,500 ",," 542,500 ",-15.5,107, -   , -   , -   ," 542,500 ",542500," 11,524,419 "
10-Jul-19,,"Persediaan ayam (dikurangi 15,5 ekor)",PAYM,Persediaan Ayam+Sambal+Lalap,Harta,," 542,500 ", -   ,,107, -   , -   , -   ," (542,500)",0, -   
10-Jul-19,,Persediaan beras (dikurangi 3 pack),BPJ,Beban Harga Pokok,Beban," 3,000 ",," 3,000 ",,107, -   , -   , -   ," 3,000 ",3000," 11,527,419 "
10-Jul-19,,Persediaan beras (dikurangi 3 pack),PBRS,Persediaan Beras,Harta,," 3,000 ", -   ,,107, -   , -   , -   ," (3,000)",0, -   
10-Jul-19,,Persediaan ricebowl (dikurangi 4 paket),BPJ,Beban Harga Pokok,Beban," 34,200 ",," 34,200 ",-0.5,106.5, -   , -   , -   ," 34,200 ",34200," 11,561,619 "
10-Jul-19,,Persediaan ricebowl (dikurangi 4 paket),PBWL,Persediaan Ricebowl,Harta,," 34,200 ", -   ,,106.5, -   , -   , -   ," (34,200)",0, -   
11-Jul-19,,"Belanja cabe 1kg,timun2kg,",PAYM,Persediaan Ayam+Sambal+Lalap,Harta," 83,500 ",," 83,500 ",,106.5, -   , -   , -   ," 83,500 ",0, -   
11-Jul-19,,"Belanja cabe 1kg,timun2kg,",KAS,Kas dompet,Harta,," 83,500 ", -   ,,106.5, -   , -   , -   ," (83,500)",0, -   
11-Jul-19,,"Biaya pembuatan besi untuk spanduk, upah pak bob",BPUB,Beban Publikasi/Promosi,Beban," 300,000 ",," 300,000 ",,106.5, -   , -   , -   ," 300,000 ",300000," 11,861,619 "
11-Jul-19,,"Biaya promosi pembuatan brosur, spanduk, banner menu",BPUB,Beban Publikasi/Promosi,Beban," 344,000 ",," 644,000 ",,106.5, -   , -   , -   ," 344,000 ",344000," 12,205,619 "
11-Jul-19,,"Total Biaya promosi spanduk, banner dan brosur",KAS,Kas dompet,Harta,," 644,000 ", -   ,,106.5, -   , -   , -   ," (644,000)",0, -   
11-Jul-19,,Penjualan ayam by Toko 12 ekor,KAS,Kas dompet,Harta," 724,000 ",," 724,000 ",,106.5, -   , -   , -   ," 724,000 ",0, -   
11-Jul-19,,Penjualan ayam by Toko 12 ekor,PJTK,Penjualan Toko,Penjualan,," 724,000 ", -   ,,106.5, -   ," 724,000 "," 8,351,000 "," (724,000)",0, -   
11-Jul-19,,Beli 2 lampu foodwarmer 300&150watt+gosend sameday,BMTN,Beban Maintenance,Beban," 180,000 ",," 180,000 ",,106.5, -   , -   , -   ," 180,000 ",180000," 12,385,619 "
11-Jul-19,,Beli lampu foodwarmer 300watt + gosend sameday,KAS,Kas dompet,Harta,," 180,000 ", -   ,,106.5, -   , -   , -   ," (180,000)",0, -   
11-Jul-19,,Penjualan ricebowl by Toko 5 paket,KAS,Kas dompet,Harta," 75,000 ",," 75,000 ",,106.5, -   , -   , -   ," 75,000 ",0, -   
11-Jul-19,,Penjualan ricebowl by Toko 5 paket,PJTK,Penjualan Toko,Penjualan,," 75,000 ", -   ,,106.5, -   ," 75,000 "," 8,426,000 "," (75,000)",0, -   
11-Jul-19,,Penjualan kentang (laba kentang) 1 bungkus,KAS,Kas dompet,Harta," 5,000 ",," 5,000 ",,106.5, -   , -   , -   ," 5,000 ",0, -   
11-Jul-19,,Penjualan kentang (laba kentang) 1 bungkus,PBT,Penjualan Barang Titip,Penjualan,," 5,000 ", -   ,,106.5, -   ," 5,000 "," 8,431,000 "," (5,000)",0, -   
11-Jul-19,,Gaji Dinar harian,ACCR,Accrude,Accrude," 30,000 ",," 30,000 ",,106.5, -   , -   , -   ," 30,000 ",0, -   
11-Jul-19,,Gaji Dinar harian,KAS,Kas dompet,Harta,," 30,000 ", -   ,,106.5, -   , -   , -   ," (30,000)",0, -   
11-Jul-19,,Persediaan ayam (dikurangi 12 ekor),BPJ,Beban Harga Pokok,Beban," 420,000 ",," 420,000 ",-12,94.5, -   , -   , -   ," 420,000 ",420000," 12,805,619 "
11-Jul-19,,Persediaan ayam (dikurangi 12 ekor),PAYM,Persediaan Ayam+Sambal+Lalap,Harta,," 420,000 ", -   ,,94.5, -   , -   , -   ," (420,000)",0, -   
11-Jul-19,,Persediaan ricebowl (dikurangi 5 paket),BPJ,Beban Harga Pokok,Beban," 42,750 ",," 42,750 ",-1,93.5, -   , -   , -   ," 42,750 ",42750," 12,848,369 "
11-Jul-19,,Persediaan ricebowl (dikurangi 5 paket),PBWL,Persediaan Ricebowl,Harta,," 42,750 ", -   ,,93.5, -   , -   , -   ," (42,750)",0, -   
12-Jul-19,,"Belanja cabe 2kg,timun4kg,tomat1kg,sereh,salam,gula merah",PAYM,Persediaan Ayam+Sambal+Lalap,Harta," 288,000 ",," 288,000 ",,93.5, -   , -   , -   ," 288,000 ",0, -   
12-Jul-19,,"Belanja cabe 2kg,timun4kg,tomat1kg,sereh,salam,gula merah",KAS,Kas dompet,Harta,," 288,000 ", -   ,,93.5, -   , -   , -   ," (288,000)",0, -   
12-Jul-19,,Beli pewangi,CMSBL,Consumable,Beban," 7,000 ",," 7,000 ",,93.5, -   , -   , -   ," 7,000 ",7000," 12,855,369 "
12-Jul-19,,Beli pewangi,KAS,Kas dompet,Harta,," 7,000 ", -   ,,93.5, -   , -   , -   ," (7,000)",0, -   
12-Jul-19,,"Penjualan ayam by Toko 12,5 ekor",KAS,Kas dompet,Harta," 756,000 ",," 756,000 ",,93.5, -   , -   , -   ," 756,000 ",0, -   
12-Jul-19,,"Penjualan ayam by Toko 12,5 ekor",PJTK,Penjualan Toko,Penjualan,," 756,000 ", -   ,,93.5, -   ," 756,000 "," 9,187,000 "," (756,000)",0, -   
12-Jul-19,,Penjualan nasi by Toko 2 pack,KAS,Kas dompet,Harta," 8,000 ",," 8,000 ",,93.5, -   , -   , -   ," 8,000 ",0, -   
12-Jul-19,,Penjualan nasi by Toko 2 pack,PJTK,Penjualan Toko,Penjualan,," 8,000 ", -   ,,93.5, -   ," 8,000 "," 9,195,000 "," (8,000)",0, -   
12-Jul-19,,Gaji Dinar harian,ACCR,Accrude,Accrude," 30,000 ",," 30,000 ",,93.5, -   , -   , -   ," 30,000 ",0, -   
12-Jul-19,,Gaji Dinar harian,KAS,Kas dompet,Harta,," 30,000 ", -   ,,93.5, -   , -   , -   ," (30,000)",0, -   
12-Jul-19,,"Persediaan ayam (dikurangi 12,5 ekor)",BPJ,Beban Harga Pokok,Beban," 437,500 ",," 437,500 ",-12.5,81, -   , -   , -   ," 437,500 ",437500," 13,292,869 "
12-Jul-19,,"Persediaan ayam (dikurangi 12,5 ekor)",PAYM,Persediaan Ayam+Sambal+Lalap,Harta,," 437,500 ", -   ,,81, -   , -   , -   ," (437,500)",0, -   
12-Jul-19,,Persediaan beras (dikurangi 2 pack),BPJ,Beban Harga Pokok,Beban," 2,000 ",," 2,000 ",,81, -   , -   , -   ," 2,000 ",2000," 13,294,869 "
12-Jul-19,,Persediaan beras (dikurangi 2 pack),PBRS,Persediaan Beras,Harta,," 2,000 ", -   ,,81, -   , -   , -   ," (2,000)",0, -   
13-Jul-19,,"Belanja jahe 1/2kg,bawang bombay, bawang putih kupas, gula pasir 1kg",PAYM,Persediaan Ayam+Sambal+Lalap,Harta," 83,000 ",," 83,000 ",,81, -   , -   , -   ," 83,000 ",0, -   
13-Jul-19,,"Belanja jahe 1/2kg,bawang bombay, bawang putih kupas,gula pasir 1kg",KAS,Kas dompet,Harta,," 83,000 ", -   ,,81, -   , -   , -   ," (83,000)",0, -   
13-Jul-19,,Beli plastik ayam 20x35 cm,CMSBL,Consumable,Beban," 40,000 ",," 40,000 ",,81, -   , -   , -   ," 40,000 ",40000," 13,334,869 "
13-Jul-19,,Beli plastik ayam 20x35 cm,KAS,Kas dompet,Harta,," 40,000 ", -   ,,81, -   , -   , -   ," (40,000)",0, -   
13-Jul-19,,Penjualan ayam by Toko 9 ekor,KAS,Kas dompet,Harta," 544,000 ",," 544,000 ",,81, -   , -   , -   ," 544,000 ",0, -   
13-Jul-19,,Penjualan ayam by Toko 9 ekor,PJTK,Penjualan Toko,Penjualan,," 544,000 ", -   ,,81, -   ," 544,000 "," 9,739,000 "," (544,000)",0, -   
13-Jul-19,,Penjualan ricebowl by Toko 2 paket,KAS,Kas dompet,Harta," 30,000 ",," 30,000 ",,81, -   , -   , -   ," 30,000 ",0, -   
13-Jul-19,,Penjualan ricebowl by Toko 2 paket,PJTK,Penjualan Toko,Penjualan,," 30,000 ", -   ,,81, -   ," 30,000 "," 9,769,000 "," (30,000)",0, -   
13-Jul-19,,Gaji Dinar harian,ACCR,Accrude,Accrude," 30,000 ",," 30,000 ",,81, -   , -   , -   ," 30,000 ",0, -   
13-Jul-19,,Gaji Dinar harian,KAS,Kas dompet,Harta,," 30,000 ", -   ,,81, -   , -   , -   ," (30,000)",0, -   
13-Jul-19,,Persediaan ayam (dikurangi 9 ekor),BPJ,Beban Harga Pokok,Beban," 315,000 ",," 315,000 ",-9,72, -   , -   , -   ," 315,000 ",315000," 13,649,869 "
13-Jul-19,,Persediaan ayam (dikurangi 9 ekor),PAYM,Persediaan Ayam+Sambal+Lalap,Harta,," 315,000 ", -   ,,72, -   , -   , -   ," (315,000)",0, -   
13-Jul-19,,Persediaan ricebowl (dikurangi 2 paket),BPJ,Beban Harga Pokok,Beban," 17,100 ",," 17,100 ",-0.5,71.5, -   , -   , -   ," 17,100 ",17100," 13,666,969 "
13-Jul-19,,Persediaan ricebowl (dikurangi 2 paket),PBWL,Persediaan Ricebowl,Harta,," 17,100 ", -   ,,71.5, -   , -   , -   ," (17,100)",0, -   
14-Jul-19,,Penjualan ayam by Toko 7 ekor,KAS,Kas dompet,Harta," 428,000 ",," 428,000 ",,71.5, -   , -   , -   ," 428,000 ",0, -   
14-Jul-19,,Penjualan ayam by Pesanan 1 ekor,KAS,Kas dompet,Harta," 60,000 ",," 488,000 ",,71.5, -   , -   , -   ," 60,000 ",0, -   
14-Jul-19,,Penjualan ayam By Toko 8 ekor,PJTK,Penjualan Toko,Penjualan,," 488,000 ", -   ,,71.5, -   ," 488,000 "," 10,257,000 "," (488,000)",0, -   
14-Jul-19,,Penjualan ricebowl by Toko 4 paket,KAS,Kas dompet,Harta," 60,000 ",," 60,000 ",,71.5, -   , -   , -   ," 60,000 ",0, -   
14-Jul-19,,Penjualan ricebowl by Toko 4 paket,PJTK,Penjualan Toko,Penjualan,," 60,000 ", -   ,,71.5, -   ," 60,000 "," 10,317,000 "," (60,000)",0, -   
14-Jul-19,,Gaji Dinar harian,ACCR,Accrude,Accrude," 30,000 ",," 30,000 ",,71.5, -   , -   , -   ," 30,000 ",0, -   
14-Jul-19,,Gaji Dinar harian,KAS,Kas dompet,Harta,," 30,000 ", -   ,,71.5, -   , -   , -   ," (30,000)",0, -   
14-Jul-19,,Persediaan ayam (dikurangi 8 ekor),BPJ,Beban Harga Pokok,Beban," 280,000 ",," 280,000 ",-8,63.5, -   , -   , -   ," 280,000 ",280000," 13,946,969 "
14-Jul-19,,Persediaan ayam (dikurangi 8 ekor),PAYM,Persediaan Ayam+Sambal+Lalap,Harta,," 280,000 ", -   ,,63.5, -   , -   , -   ," (280,000)",0, -   
14-Jul-19,,Persediaan ricebowl (dikurangi 4 paket),BPJ,Beban Harga Pokok,Beban," 34,200 ",," 34,200 ",-0.5,63, -   , -   , -   ," 34,200 ",34200," 13,981,169 "
14-Jul-19,,Persediaan ricebowl (dikurangi 4 paket),PBWL,Persediaan Ricebowl,Harta,," 34,200 ", -   ,,63, -   , -   , -   ," (34,200)",0, -   
14-Jul-19,,Ilham ambil gaji harian 5 hari (tanggal 1-5 juli 2019),ACCR,Accrude,Accrude," 200,000 ",," 200,000 ",,63, -   , -   , -   ," 200,000 ",0, -   
14-Jul-19,,Ilham ambil gaji harian 5 hari (tanggal 1-5 juli 2019),KAS,Kas dompet,Harta,," 200,000 ", -   ,,63, -   , -   , -   ," (200,000)",0, -   
15-Jul-19,,"Belanja cabe 2kg, timun 4kg,tomat 2kg, bawang putih 1kg, minyak 2L",PAYM,Persediaan Ayam+Sambal+Lalap,Harta," 279,000 ",," 279,000 ",,63, -   , -   , -   ," 279,000 ",0, -   
15-Jul-19,,Beli Telur 1kg,PBWL,Persediaan Ricebowl,Harta," 24,000 ",," 303,000 ",,63, -   , -   , -   ," 24,000 ",0, -   
15-Jul-19,,"Belanja bahan sambal, minyak dan telur",KAS,Kas dompet,Harta,," 303,000 ", -   ,,63, -   , -   , -   ," (303,000)",0, -   
15-Jul-19,,Penjualan ayam by Toko 12 ekor,KAS,Kas dompet,Harta," 728,000 ",," 728,000 ",,63, -   , -   , -   ," 728,000 ",0, -   
15-Jul-19,,Penjualan ayam by Toko 12 ekor,PJTK,Penjualan Toko,Penjualan,," 728,000 ", -   ,,63, -   ," 728,000 "," 11,045,000 "," (728,000)",0, -   
15-Jul-19,,Penjualan ricebowl by Toko 4 paket,KAS,Kas dompet,Harta," 60,000 ",," 60,000 ",,63, -   , -   , -   ," 60,000 ",0, -   
15-Jul-19,,Penjualan ricebowl by Toko 4 paket,PJTK,Penjualan Toko,Penjualan,," 60,000 ", -   ,,63, -   ," 60,000 "," 11,105,000 "," (60,000)",0, -   
15-Jul-19,,Penjualan nasi by Toko 2 pack,KAS,Kas dompet,Harta," 8,000 ",," 8,000 ",,63, -   , -   , -   ," 8,000 ",0, -   
15-Jul-19,,Penjualan nasi by Toko 2 pack,PJTK,Penjualan Toko,Penjualan,," 8,000 ", -   ,,63, -   ," 8,000 "," 11,113,000 "," (8,000)",0, -   
15-Jul-19,,Gaji Dinar harian,ACCR,Accrude,Accrude," 30,000 ",," 30,000 ",,63, -   , -   , -   ," 30,000 ",0, -   
15-Jul-19,,Gaji Dinar harian,KAS,Kas dompet,Harta,," 30,000 ", -   ,,63, -   , -   , -   ," (30,000)",0, -   
15-Jul-19,,Persediaan ayam (dikurangi 12 ekor),BPJ,Beban Harga Pokok,Beban," 420,000 ",," 420,000 ",-12,51, -   , -   , -   ," 420,000 ",420000," 14,401,169 "
15-Jul-19,,Persediaan ayam (dikurangi 12 ekor),PAYM,Persediaan Ayam+Sambal+Lalap,Harta,," 420,000 ", -   ,,51, -   , -   , -   ," (420,000)",0, -   
15-Jul-19,,Persediaan ricebowl (dikurangi 4 paket),BPJ,Beban Harga Pokok,Beban," 34,200 ",," 34,200 ",-0.5,50.5, -   , -   , -   ," 34,200 ",34200," 14,435,369 "
15-Jul-19,,Persediaan ricebowl (dikurangi 4 paket),PBWL,Persediaan Ricebowl,Harta,," 34,200 ", -   ,,50.5, -   , -   , -   ," (34,200)",0, -   
15-Jul-19,,Persediaan beras (dikurangi 2 pack),BPJ,Beban Harga Pokok,Beban," 2,000 ",," 2,000 ",,50.5, -   , -   , -   ," 2,000 ",2000," 14,437,369 "
15-Jul-19,,Persediaan beras (dikurangi 2 pack),PBRS,Persediaan Beras,Harta,," 2,000 ", -   ,,50.5, -   , -   , -   ," (2,000)",0, -   
15-Jul-19,,"Pembelian ayam 80kg, @Rp30.500,92 ekor",PAYM,Persediaan Ayam+Sambal+Lalap,Harta," 2,440,000 ",," 2,440,000 ",91,141.5," 26,813.2 ", -   , -   ," 2,440,000 ",0, -   
15-Jul-19,,"Pembelian ayam 80kg, @Rp30.500,92 ekor",KASBANK,Kas di Bank,Harta,," 2,440,000 ", -   ,,141.5, -   , -   , -   ," (2,440,000)",0, -   
15-Jul-19,,Beli thermometer daging ayam dan ambience diacehardware,BMTN,Beban Maintenance,Beban," 255,000 ",," 255,000 ",,141.5, -   , -   , -   ," 255,000 ",255000," 14,692,369 "
15-Jul-19,,Beli thermometer daging ayam dan ambience diacehardware,KAS,Kas dompet,Harta,," 255,000 ", -   ,,141.5, -   , -   , -   ," (255,000)",0, -   
15-Jul-19,,Beli wrap plactic zipper 2 bungkus+mr.muscle,CMSBL,Consumable,Beban," 134,500 ",," 134,500 ",,141.5, -   , -   , -   ," 134,500 ",134500," 14,826,869 "
15-Jul-19,,Beli wrap plactic zipper 2 bungkus+mr.muscle,KAS,Kas dompet,Harta,," 134,500 ", -   ,,141.5, -   , -   , -   ," (134,500)",0, -   
16-Jul-19,,Beli kertas nasi,CMSBL,Consumable,Beban," 10,000 ",," 10,000 ",,141.5, -   , -   , -   ," 10,000 ",10000," 14,836,869 "
16-Jul-19,,Beli listrik,BLTK,Beban Listrik,Beban," 52,000 ",," 62,000 ",,141.5, -   , -   , -   ," 52,000 ",52000," 14,888,869 "
16-Jul-19,,Beli kertas nasi dan listrik,KAS,Kas dompet,Harta,," 62,000 ", -   ,,141.5, -   , -   , -   ," (62,000)",0, -   
16-Jul-19,,Gaji Dinar harian,ACCR,Accrude,Accrude," 30,000 ",," 30,000 ",,141.5, -   , -   , -   ," 30,000 ",0, -   
16-Jul-19,,Gaji Dinar harian,KAS,Kas dompet,Harta,," 30,000 ", -   ,,141.5, -   , -   , -   ," (30,000)",0, -   
16-Jul-19,,"Penjualan ayam by Toko 5,5 ekor",KAS,Kas dompet,Harta," 336,000 ",," 336,000 ",,141.5, -   , -   , -   ," 336,000 ",0, -   
16-Jul-19,,"Penjualan ayam by Toko 5,5 ekor",PJTK,Penjualan Toko,Penjualan,," 336,000 ", -   ,,141.5, -   ," 336,000 "," 11,449,000 "," (336,000)",0, -   
16-Jul-19,,Penjualan ricebowl by Toko 3 paket,KAS,Kas dompet,Harta," 45,000 ",," 45,000 ",,141.5, -   , -   , -   ," 45,000 ",0, -   
16-Jul-19,,Penjualan ricebowl by Toko 3 paket,PJTK,Penjualan Toko,Penjualan,," 45,000 ", -   ,,141.5, -   ," 45,000 "," 11,494,000 "," (45,000)",0, -   
