Tanggal,No_bukti,Keterangan,Kode,Account,Kategory, Debet , Kredit , Saldo ,   Stock ,   Saldo Stock Ayam ,   Harga Satuan , penjualan , Cumm_penj ,  Saldo_deff ,   beban ,  Cummbeban 
31-May-19,,Total Beban Bulan May,BPJ,Beban Harga Pokok,Beban," 17,913,569 ",," 17,913,569 ", -   ,, -   , -   ,," 17,913,569 ",17913569,
31-May-19,,Total Penjualan Bulan May,PJTK,Penjualan Toko,Penjualan,," 22,987,000 "," (5,073,431)", -   ,, -   ," 22,987,000 ",," (22,987,000)",0,
31-May-19,,Laba Rugi Bulan May,LR,Laba Rugi,Laba Rugi," 5,073,431 ",, -   , -   ,, -   , -   , -   ," 5,073,431 ",0, -   
1-Jun-19,,Fixed asset Pindahan Mei 2019,FXDA,Fixed Asset,Harta," 29,768,762 ",," 29,768,762 ", -   ,0, -   , -   , -   ," 29,768,762 ",0, -   
1-Jun-19,,Kas di Bank Pindahan Mei 2019,KASBANK,Kas di Bank,Harta," 21,411,556 ",," 51,180,318 ", -   ,0, -   , -   , -   ," 21,411,556 ",0, -   
1-Jun-19,,Kas di Dompet Pindahan Mei 2019,KAS,Kas dompet,Harta," 3,078,500 ",," 54,258,818 ", -   ,0, -   , -   , -   ," 3,078,500 ",0, -   
1-Jun-19,,Persediaan Ayam+Sambal+Lalap Pindahan Mei 2019,PAYM,Persediaan Ayam+Sambal+Lalap,Harta," 1,792,000 ",," 56,050,818 ", 43 ,43," 41,674.4 ", -   , -   ," 1,792,000 ",0, -   
1-Jun-19,,Persediaan Beras Pindahan Mei 2019,PBRS,Persediaan Beras,Harta, -   ,," 56,050,818 ", -   ,43, -   , -   , -   , -   ,0, -   
1-Jun-19,,Sewa Toko Pindahan Mei 2019,SWTK,Sewa Toko,Harta," 23,833,333 ",," 79,884,151 ", -   ,43, -   , -   , -   ," 23,833,333 ",0, -   
1-Jun-19,,hutang pembelian ayam,HUTANG,Hutang,Hutang ,," 2,240,000 "," 77,644,151 ", -   ,43, -   , -   , -   ," (2,240,000)",0, -   
1-Jun-19,,piutang bukber irenk,PIUTANG,Piutang,Harta," 941,000 ",," 78,585,151 ", -   ,43, -   , -   , -   ," 941,000 ",0, -   
1-Jun-19,,Modal bulan Mei 2019,MODAL,Modal ,Modal,," 73,451,721 "," 5,133,430 ", -   ,43, -   , -   , -   ," (73,451,721)",0, -   
1-Jun-19,,Laba Bulan Mei 2019,MODAL,Modal ,Modal,," 5,133,430 ", -   , -   ,43, -   , -   , -   ," (5,133,430)",0, -   
1-Jun-19,,"Penjualan ayam by Toko 11,5 ekor",KAS,Kas dompet,Harta," 692,000 ",," 692,000 ", (11.50),31.5, -   , -   , -   ," 692,000 ",0, -   
1-Jun-19,,"Penjualan ayam by Toko 11,5 ekor",PJTK,Penjualan Toko,Penjualan,," 692,000 ", -   , -   ,31.5, -   ," 692,000 "," 692,000 "," (692,000)",0, -   
1-Jun-19,,"Persediaan ayam (dikurangi 15,5 ekor)",BPJ,Beban Harga Pokok,Beban," 402,500 ",," 402,500 ", -   ,31.5, -   , -   , -   ," 402,500 ",402500," 402,500 "
1-Jun-19,,"Persediaan ayam (dikurangi 15,5 ekor)",PAYM,Persediaan Ayam+Sambal+Lalap,Harta,," 402,500 ", -   , -   ,31.5, -   , -   , -   ," (402,500)",0, -   
1-Jun-19,,Belanja stock bahan bumbu ayam ,PAYM,Persediaan Ayam+Sambal+Lalap,Harta," 750,000 ",," 750,000 ", -   ,31.5, -   , -   , -   ," 750,000 ",0, -   
1-Jun-19,,Belanja stock bahan bumbu ayam ,KAS,Kas dompet,Harta,," 750,000 ", -   , -   ,31.5, -   , -   , -   ," (750,000)",0, -   
2-Jun-19,,"Penjualan ayam by Toko 13,5 ekor",KAS,Kas dompet,Harta," 812,000 ",," 812,000 ", (13.50),18, -   , -   , -   ," 812,000 ",0, -   
2-Jun-19,,"Penjualan ayam by Toko 13,5 ekor",PJTK,Penjualan Toko,Penjualan,," 812,000 ", -   , -   ,18, -   ," 812,000 "," 1,504,000 "," (812,000)",0, -   
2-Jun-19,,"Persediaan ayam (dikurangi 13,5 ekor)",BPJ,Beban Harga Pokok,Beban," 472,500 ",," 472,500 ", -   ,18, -   , -   , -   ," 472,500 ",472500," 875,000 "
2-Jun-19,,"Persediaan ayam (dikurangi 13,5 ekor)",PAYM,Persediaan Ayam+Sambal+Lalap,Harta,," 472,500 ", -   , -   ,18, -   , -   , -   ," (472,500)",0, -   
2-Jun-19,,Laba penjualan kentang mustafa,KAS,Kas dompet,Harta," 5,000 ",," 5,000 ", -   ,18, -   , -   , -   ," 5,000 ",0, -   
2-Jun-19,,Laba penjualan kentang mustafa,PBT,Penjualan Barang Titip,Penjualan,," 5,000 ", -   , -   ,18, -   ," 5,000 "," 1,509,000 "," (5,000)",0, -   
3-Jun-19,,Pembayaran bukber irenk,KASBANK,Kas di Bank,Harta," 941,000 ",," 941,000 ", -   ,18, -   , -   , -   ," 941,000 ",0, -   
3-Jun-19,,Pembayaran bukber irenk,PIUTANG,Piutang,Harta,," 941,000 ", -   , -   ,18, -   , -   , -   ," (941,000)",0, -   
3-Jun-19,,Penjualan ayam by Toko 12 ekor,KAS,Kas dompet,Harta," 720,000 ",," 720,000 ", (12.00),6, -   , -   , -   ," 720,000 ",0, -   
3-Jun-19,,Penjualan ayam by Toko 12 ekor,PJTK,Penjualan Toko,Penjualan,," 720,000 ", -   , -   ,6, -   ," 720,000 "," 2,229,000 "," (720,000)",0, -   
3-Jun-19,,Persediaan ayam (dikurangi 12 ekor),BPJ,Beban Harga Pokok,Beban," 420,000 ",," 420,000 ", -   ,6, -   , -   , -   ," 420,000 ",420000," 1,295,000 "
3-Jun-19,,Persediaan ayam (dikurangi 12 ekor),PAYM,Persediaan Ayam+Sambal+Lalap,Harta,," 420,000 ", -   , -   ,6, -   , -   , -   ," (420,000)",0, -   
3-Jun-19,,Belanja timun 4kg,PAYM,Persediaan Ayam+Sambal+Lalap,Harta," 48,000 ",," 48,000 ", -   ,6, -   , -   , -   ," 48,000 ",0, -   
3-Jun-19,,Belanja timun 4kg,KAS,Kas dompet,Harta,," 48,000 ", -   , -   ,6, -   , -   , -   ," (48,000)",0, -   
4-Jun-19,,Penjualan ayam by Pesanan 11 ekor,KAS,Kas dompet,Harta," 660,000 ",," 660,000 ", -   ,6, -   , -   , -   ," 660,000 ",0, -   
4-Jun-19,,Penjualan ayam by Pesanan 1 ekor,KASBANK,Kas di Bank,Harta," 70,000 ",," 730,000 ", -   ,6, -   , -   , -   ," 70,000 ",0, -   
4-Jun-19,,Penjualan ayam 12 ekor,PJTK,Penjualan Toko,Penjualan,," 730,000 ", -   , -   ,6, -   ," 730,000 "," 2,959,000 "," (730,000)",0, -   
4-Jun-19,,Persediaan ayam (dikurangi 12 ekor),BPJ,Beban Harga Pokok,Beban," 420,000 ",," 420,000 ", -   ,6, -   , -   , -   ," 420,000 ",420000," 1,715,000 "
4-Jun-19,,Persediaan ayam (dikurangi 12 ekor),PAYM,Persediaan Ayam+Sambal+Lalap,Harta,," 420,000 ", -   , -   ,6, -   , -   , -   ," (420,000)",0, -   
10-Jun-19,,Pembelian ayam 116 ekor 100kg @Rp 32.000,PAYM,Persediaan Ayam+Sambal+Lalap,Harta," 3,200,000 ",," 3,200,000 ", 116.00 ,122," 27,586.2 ", -   , -   ," 3,200,000 ",0, -   
10-Jun-19,,Pembelian ayam 116 ekor 100kg @Rp 32.000,KASBANK,Kas di Bank,Harta,," 3,200,000 ", -   , -   ,122, -   , -   , -   ," (3,200,000)",0, -   
11-Jun-19,,"Penjualan ayam by Toko 17,5 ekor + 2 potong",KAS,Kas dompet,Harta," 1,078,000 ",," 1,078,000 ", (20.00),102, -   , -   , -   ," 1,078,000 ",0, -   
11-Jun-19,,"Penjualan ayam by Toko 17,5 ekor+ 2 potong",PJTK,Penjualan Toko,Penjualan,," 1,078,000 ", -   , -   ,102, -   ," 1,078,000 "," 4,037,000 "," (1,078,000)",0, -   
11-Jun-19,,Penjualan ayam by GoFood 2 ekor,KASBANK,Kas di Bank,Harta," 120,000 ",," 120,000 ", -   ,102, -   , -   , -   ," 120,000 ",0, -   
11-Jun-19,,Penjualan ayam by GoFood 2 ekor,PJGK,Penjualan by Gojek,Penjualan,," 120,000 ", -   , -   ,102, -   ," 120,000 "," 4,157,000 "," (120,000)",0, -   
11-Jun-19,,Penjualan nasi  by Toko 2 pack,KAS,Kas dompet,Harta," 8,000 ",," 8,000 ", -   ,102, -   , -   , -   ," 8,000 ",0, -   
11-Jun-19,,Penjualan nasi  by Toko 2 pack,PJTK,Penjualan Toko,Penjualan,," 8,000 ", -   , -   ,102, -   ," 8,000 "," 4,165,000 "," (8,000)",0, -   
11-Jun-19,,Persediaan beras (dikurangi 2 pack nasi),BPJ,Beban Harga Pokok,Beban," 2,000 ",," 2,000 ", -   ,102, -   , -   , -   ," 2,000 ",2000," 1,717,000 "
11-Jun-19,,Persediaan beras (dikurangi 2 pack nasi),PBRS,Persediaan Beras,Harta,," 2,000 ", -   , -   ,102, -   , -   , -   ," (2,000)",0, -   
11-Jun-19,,"Persediaan ayam (dikurangi 19,5 ekor + 2 potong)",BPJ,Beban Harga Pokok,Beban," 692,500 ",," 692,500 ", -   ,102, -   , -   , -   ," 692,500 ",692500," 2,409,500 "
11-Jun-19,,"Persediaan ayam (dikurangi 19,5 ekor + 2 potong)",PAYM,Persediaan Ayam+Sambal+Lalap,Harta,," 692,500 ", -   , -   ,102, -   , -   , -   ," (692,500)",0, -   
11-Jun-19,,"Belanja cabe, timun, bawang putih",PAYM,Persediaan Ayam+Sambal+Lalap,Harta," 150,000 ",," 150,000 ", -   ,102, -   , -   , -   ," 150,000 ",0, -   
11-Jun-19,,"Belanja cabe, timun, bawang putih",KAS,Kas dompet,Harta,," 150,000 ", -   , -   ,102, -   , -   , -   ," (150,000)",0, -   
12-Jun-19,,Penjualan ayam by Toko 13 ekor,KAS,Kas dompet,Harta," 788,000 ",," 788,000 ", (16.00),86, -   , -   , -   ," 788,000 ",0, -   
12-Jun-19,,Penjualan ayam by GoFood 3 ekor,KASBANK,Kas di Bank,Harta," 180,000 ",," 968,000 ", -   ,86, -   , -   , -   ," 180,000 ",0, -   
12-Jun-19,,Penjualan ayam 13 ekor,PJTK,Penjualan Toko,Penjualan,," 788,000 "," 180,000 ", -   ,86, -   ," 788,000 "," 4,953,000 "," (788,000)",0, -   
12-Jun-19,,Penjualan ayam 3 ekor,PJGK,Penjualan by Gojek,Penjualan,," 180,000 ", -   , -   ,86, -   ," 180,000 "," 5,133,000 "," (180,000)",0, -   
12-Jun-19,,Penjualan nasi  by Toko 2 pack,KAS,Kas dompet,Harta," 8,000 ",," 8,000 ", -   ,86, -   , -   , -   ," 8,000 ",0, -   
12-Jun-19,,Penjualan nasi  by Toko 2 pack,PJTK,Penjualan Toko,Penjualan,," 8,000 ", -   , -   ,86, -   ," 8,000 "," 5,141,000 "," (8,000)",0, -   
12-Jun-19,,Persediaan ayam (dikurangi 16 ekor),BPJ,Beban Harga Pokok,Beban," 560,000 ",," 560,000 ", -   ,86, -   , -   , -   ," 560,000 ",560000," 2,969,500 "
12-Jun-19,,Persediaan ayam (dikurangi 16 ekor),PAYM,Persediaan Ayam+Sambal+Lalap,Harta,," 560,000 ", -   , -   ,86, -   , -   , -   ," (560,000)",0, -   
12-Jun-19,,Persediaan nasi (dikurangi 2 pack nasi),BPJ,Beban Harga Pokok,Beban," 2,000 ",," 2,000 ", -   ,86, -   , -   , -   ," 2,000 ",2000," 2,971,500 "
12-Jun-19,,Persediaan nasi (dikurangi 2 pack nasi),PBRS,Persediaan Beras,Harta,," 2,000 ", -   , -   ,86, -   , -   , -   ," (2,000)",0, -   
12-Jun-19,,"Belanja timun 3kg, cabe merah+rawit 3kg",PAYM,Persediaan Ayam+Sambal+Lalap,Harta," 170,000 ",," 170,000 ", -   ,86, -   , -   , -   ," 170,000 ",0, -   
12-Jun-19,,"Belanja minyak 2L, terasi 2 box",PAYM,Persediaan Ayam+Sambal+Lalap,Harta," 38,000 ",," 208,000 ", -   ,86, -   , -   , -   ," 38,000 ",0, -   
12-Jun-19,,Beli Nota 5 buku,CMSBL,Consumable,Beban," 67,500 ",," 275,500 ", -   ,86, -   , -   , -   ," 67,500 ",67500," 3,039,000 "
12-Jun-19,,Beli dus 200 packs ErgoPack @Rp 1.800 di PlasKIta,CMSBL,Consumable,Beban," 360,000 ",," 635,500 ", -   ,86, -   , -   , -   ," 360,000 ",360000," 3,399,000 "
12-Jun-19,,"Belanja timun, cabe, minyak, terasi, nota, dus",KAS,Kas dompet,Harta,," 635,500 ", -   , -   ,86, -   , -   , -   ," (635,500)",0, -   
13-Jun-19,,"Belanja bawang putih1kg,cabe merah+rawit1kg,timun 2kg+ timun tambahan",PAYM,Persediaan Ayam+Sambal+Lalap,Harta," 126,000 ",," 126,000 ", -   ,86, -   , -   , -   ," 126,000 ",0, -   
13-Jun-19,,"Belanja bawang putih1kg,cabe merah+rawit1kg,timun 2kg+ timun tambahan",KAS,Kas dompet,Harta,," 126,000 ", -   , -   ,86, -   , -   , -   ," (126,000)",0, -   
13-Jun-19,,Bayar iuran RT (1 juni),BSUM,Beban Sumbangan,Beban," 15,000 ",," 15,000 ", -   ,86, -   , -   , -   ," 15,000 ",15000," 3,414,000 "
13-Jun-19,,Bayar iuran RT (1 juni),KAS,Kas dompet,Harta,," 15,000 ", -   , -   ,86, -   , -   , -   ," (15,000)",0, -   
13-Jun-19,,ilham ambil uang harian 3 hari x 40.000 (4 jun),BGAJI,Beban Gaji,Beban," 120,000 ",," 120,000 ", -   ,86, -   , -   , -   ," 120,000 ",120000," 3,534,000 "
13-Jun-19,,ilham ambil uang harian 3 hari x 40.000 (4 jun),KAS,Kas dompet,Harta,," 120,000 ", -   , -   ,86, -   , -   , -   ," (120,000)",0, -   
13-Jun-19,,ilham ambil uang harian 1 hari x 40.000 (4jun),BGAJI,Beban Gaji,Beban," 40,000 ",," 40,000 ", -   ,86, -   , -   , -   ," 40,000 ",40000," 3,574,000 "
13-Jun-19,,ilham ambil uang harian 1 hari x 40.000 (4jun),KAS,Kas dompet,Harta,," 40,000 ", -   , -   ,86, -   , -   , -   ," (40,000)",0, -   
10-Jun-19,,"Belanja jahe 1/2kg,bawang putih 1kg,bombay 8rb, cabe 1kg, timun 2kg",PAYM,Persediaan Ayam+Sambal+Lalap,Harta," 148,000 ",," 148,000 ", -   ,86, -   , -   , -   ," 148,000 ",0, -   
10-Jun-19,,"Belanja jahe 1/2kg,bawang putih 1kg,bombay 8rb, cabe 1kg, timun 2kg",KAS,Kas dompet,Harta,," 148,000 ", -   , -   ,86, -   , -   , -   ," (148,000)",0, -   
10-Jun-19,,Beli sunlight,CMSBL,Consumable,Beban," 15,000 ",," 15,000 ", -   ,86, -   , -   , -   ," 15,000 ",15000," 3,589,000 "
10-Jun-19,,Beli sunlight,KAS,Kas dompet,Harta,," 15,000 ", -   , -   ,86, -   , -   , -   ," (15,000)",0, -   
12-Jun-19,,pembayaran ayam 70Kg bulan mei,HUTANG,Hutang,Hutang ," 2,240,000 ",," 2,240,000 ", -   ,86, -   , -   , -   ," 2,240,000 ",0, -   
12-Jun-19,,pembayaran ayam 70Kg bulan mei,KASBANK,Kas di Bank,Harta,," 2,240,000 ", -   , -   ,86, -   , -   , -   ," (2,240,000)",0, -   
13-Jun-19,,"Penjualan ayam by Toko 17,5 ekor",KAS,Kas dompet,Harta," 1,064,000 ",," 1,064,000 ", (20.00),66, -   , -   , -   ," 1,064,000 ",0, -   
13-Jun-19,,"Penjualan ayam by Toko 17,5 ekor",PJTK,Penjualan Toko,Penjualan,," 1,064,000 ", -   , -   ,66, -   ," 1,064,000 "," 6,205,000 "," (1,064,000)",0, -   
13-Jun-19,,"Penjualan ayam by GoFood 2,5 ekor",KASBANK,Kas di Bank,Harta," 152,000 ",," 152,000 ", -   ,66, -   , -   , -   ," 152,000 ",0, -   
13-Jun-19,,"Penjualan ayam by GoFood 2,5 ekor",PJTK,Penjualan Toko,Penjualan,," 152,000 ", -   , -   ,66, -   ," 152,000 "," 6,357,000 "," (152,000)",0, -   
13-Jun-19,,Persediaan ayam (dikurangi 20 ekor),BPJ,Beban Harga Pokok,Beban," 700,000 ",," 700,000 ", -   ,66, -   , -   , -   ," 700,000 ",700000," 4,289,000 "
13-Jun-19,,Persediaan ayam (dikurangi 20 ekor),PAYM,Persediaan Ayam+Sambal+Lalap,Harta,," 700,000 ", -   , -   ,66, -   , -   , -   ," (700,000)",0, -   
14-Jun-19,,"Belanja cabe 2kg, timun 4kg, bawang putih 1kg, jahe 1/2kg",PAYM,Persediaan Ayam+Sambal+Lalap,Harta," 190,000 ",," 190,000 ", -   ,66, -   , -   , -   ," 190,000 ",0, -   
14-Jun-19,,"Belanja cabe 2kg, timun 4kg, bawang putih 1kg, jahe 1/2kg",KAS,Kas dompet,Harta,," 190,000 ", -   , -   ,66, -   , -   , -   ," (190,000)",0, -   
14-Jun-19,,Beli gas,CMSBL,Consumable,Beban," 151,000 ",," 151,000 ", -   ,66, -   , -   , -   ," 151,000 ",151000," 4,440,000 "
14-Jun-19,,Beli gas,KAS,Kas dompet,Harta,," 151,000 ", -   , -   ,66, -   , -   , -   ," (151,000)",0, -   
14-Jun-19,,iuran air,BPAM,Beban PAM,Beban," 100,000 ",," 100,000 ", -   ,66, -   , -   , -   ," 100,000 ",100000," 4,540,000 "
14-Jun-19,,iuran air,KAS,Kas dompet,Harta,," 100,000 ", -   , -   ,66, -   , -   , -   ," (100,000)",0, -   
14-Jun-19,,iuran sampah,BKBR,Beban Kebersihan,Beban," 30,000 ",," 30,000 ", -   ,66, -   , -   , -   ," 30,000 ",30000," 4,570,000 "
14-Jun-19,,iuran sampah,KAS,Kas dompet,Harta,," 30,000 ", -   , -   ,66, -   , -   , -   ," (30,000)",0, -   
14-Jun-19,,"Penjualan ayam by Toko 7,5 ekor",KAS,Kas dompet,Harta," 456,000 ",," 456,000 ", -   ,66, -   , -   , -   ," 456,000 ",0, -   
14-Jun-19,,"Penjualan ayam by Toko 7,5 ekor",PJTK,Penjualan Toko,Penjualan,," 456,000 ", -   , (12.00),54, -   ," 456,000 "," 6,813,000 "," (456,000)",0, -   
14-Jun-19,,"Penjualan ayam by Pesanan 3,5 ekor (transfer)",KASBANK,Kas di Bank,Harta," 212,000 ",," 212,000 ", -   ,54, -   , -   , -   ," 212,000 ",0, -   
14-Jun-19,,"Penjualan ayam by Pesanan 3,5 ekor(transfer)",PJTK,Penjualan Toko,Penjualan,," 212,000 ", -   , -   ,54, -   ," 212,000 "," 7,025,000 "," (212,000)",0, -   
14-Jun-19,,Penjualan ayam by Gojek 1 ekor,KASBANK,Kas di Bank,Harta," 60,000 ",," 60,000 ", -   ,54, -   , -   , -   ," 60,000 ",0, -   
14-Jun-19,,Penjualan ayam by Gojek 1 ekor,PJGK,Penjualan by Gojek,Penjualan,," 60,000 ", -   , -   ,54, -   ," 60,000 "," 7,085,000 "," (60,000)",0, -   
14-Jun-19,,Persediaan ayam (dikurangi 12 ekor),BPJ,Beban Harga Pokok,Beban," 420,000 ",," 420,000 ", -   ,54, -   , -   , -   ," 420,000 ",420000," 4,990,000 "
14-Jun-19,,Persediaan ayam (dikurangi 12 ekor),PAYM,Persediaan Ayam+Sambal+Lalap,Harta,," 420,000 ", -   , -   ,54, -   , -   , -   ," (420,000)",0, -   
15-Jun-19,,"Penjualan ayam by Toko 10,5 ekor",KAS,Kas dompet,Harta," 636,000 ",," 636,000 ", -   ,54, -   , -   , -   ," 636,000 ",0, -   
15-Jun-19,,"Penjualan ayam by Toko 10,5 ekor",PJTK,Penjualan Toko,Penjualan,," 636,000 ", -   , -   ,54, -   ," 636,000 "," 7,721,000 "," (636,000)",0, -   
15-Jun-19,,Penjualan ayam by Pesanan 5 ekor,KASBANK,Kas di Bank,Harta," 300,000 ",," 300,000 ", -   ,54, -   , -   , -   ," 300,000 ",0, -   
15-Jun-19,,Penjualan ayam by Pesanan 5 ekor,PJTK,Penjualan Toko,Penjualan,," 300,000 ", -   , -   ,54, -   ," 300,000 "," 8,021,000 "," (300,000)",0, -   
15-Jun-19,,"Penjualan ayam by Gojek 2,5 ekor",KASBANK,Kas di Bank,Harta," 152,000 ",," 152,000 ", -   ,54, -   , -   , -   ," 152,000 ",0, -   
15-Jun-19,,"Penjualan ayam by Gojek 2,5 ekor",PJGK,Penjualan by Gojek,Penjualan,," 152,000 ", -   , -   ,54, -   ," 152,000 "," 8,173,000 "," (152,000)",0, -   
15-Jun-19,,Persediaan ayam (dikurangi 18 ekor),BPJ,Beban Harga Pokok,Beban," 630,000 ",," 630,000 ", (18.00),36, -   , -   , -   ," 630,000 ",630000," 5,620,000 "
15-Jun-19,,Persediaan ayam (dikurangi 18 ekor),PAYM,Persediaan Ayam+Sambal+Lalap,Harta,," 630,000 ", -   , -   ,36, -   , -   , -   ," (630,000)",0, -   
15-Jun-19,,Laba bawang merah,KAS,Kas dompet,Harta," 5,000 ",," 5,000 ", -   ,36, -   , -   , -   ," 5,000 ",0, -   
15-Jun-19,,Laba bawang merah,PBT,Penjualan Barang Titip,Penjualan,," 5,000 ", -   , -   ,36, -   ," 5,000 "," 8,178,000 "," (5,000)",0, -   
16-Jun-19,,Penjualan ayam by Toko 15 ekor,KAS,Kas dompet,Harta," 904,000 ",," 904,000 ", -   ,36, -   , -   , -   ," 904,000 ",0, -   
16-Jun-19,,Penjualan ayam by Toko 15 ekor,PJTK,Penjualan Toko,Penjualan,," 904,000 ", -   , -   ,36, -   ," 904,000 "," 9,082,000 "," (904,000)",0, -   
16-Jun-19,,Penjualan ayam by Gojek 1 ekor,KASBANK,Kas di Bank,Harta," 60,000 ",," 60,000 ", -   ,36, -   , -   , -   ," 60,000 ",0, -   
16-Jun-19,,Penjualan ayam by Gojek 1 ekor,PJGK,Penjualan by Gojek,Penjualan,," 60,000 ", -   , -   ,36, -   ," 60,000 "," 9,142,000 "," (60,000)",0, -   
16-Jun-19,,Penjualan ayam by Pesanan 2 ekor,KASBANK,Kas di Bank,Harta," 135,000 ",," 135,000 ", -   ,36, -   , -   , -   ," 135,000 ",0, -   
16-Jun-19,,Penjualan ayam by Pesanan 2 ekor,PJTK,Penjualan Toko,Penjualan,," 135,000 ", -   , -   ,36, -   ," 135,000 "," 9,277,000 "," (135,000)",0, -   
16-Jun-19,,Persediaan ayam (dikurangi 18 ekor),BPJ,Beban Harga Pokok,Beban," 630,000 ",," 630,000 ", (18.00),18, -   , -   , -   ," 630,000 ",630000," 6,250,000 "
16-Jun-19,,Persediaan ayam (dikurangi 18 ekor),PAYM,Persediaan Ayam+Sambal+Lalap,Harta,," 630,000 ", -   , -   ,18, -   , -   , -   ," (630,000)",0, -   
16-Jun-19,,"Belanja timun 1,5kg, cabe 2kg, tomat ",PAYM,Persediaan Ayam+Sambal+Lalap,Harta," 110,000 ",," 110,000 ", -   ,18, -   , -   , -   ," 110,000 ",0, -   
16-Jun-19,,"Belanja timun 1,5kg, cabe 2kg, tomat ",KAS,Kas dompet,Harta,," 110,000 ", -   , -   ,18, -   , -   , -   ," (110,000)",0, -   
16-Jun-19,,Beli plastik untuk ayam,CMSBL,Consumable,Beban," 18,000 ",," 18,000 ", -   ,18, -   , -   , -   ," 18,000 ",18000," 6,268,000 "
16-Jun-19,,Beli plastik untuk ayam,KAS,Kas dompet,Harta,," 18,000 ", -   , -   ,18, -   , -   , -   ," (18,000)",0, -   
17-Jun-19,,Penjualan ayam by Toko 15 ekor,KAS,Kas dompet,Harta," 912,000 ",," 912,000 ", -   ,18, -   , -   , -   ," 912,000 ",0, -   
17-Jun-19,,Penjualan ayam by Toko 15 ekor,PJTK,Penjualan Toko,Penjualan,," 912,000 ", -   , -   ,18, -   ," 912,000 "," 10,189,000 "," (912,000)",0, -   
17-Jun-19,,Penjualan ayam by Gojek 1 ekor,KASBANK,Kas di Bank,Harta," 60,000 ",," 60,000 ", -   ,18, -   , -   , -   ," 60,000 ",0, -   
17-Jun-19,,Penjualan ayam by Gojek 1 ekor,PJGK,Penjualan by Gojek,Penjualan,," 60,000 ", -   , -   ,18, -   ," 60,000 "," 10,249,000 "," (60,000)",0, -   
17-Jun-19,,Persediaan ayam (dikurangi 16 ekor),BPJ,Beban Harga Pokok,Beban," 560,000 ",," 560,000 ", (16.00),2, -   , -   , -   ," 560,000 ",560000," 6,828,000 "
17-Jun-19,,Persediaan ayam (dikurangi 16 ekor),PAYM,Persediaan Ayam+Sambal+Lalap,Harta,," 560,000 ", -   , -   ,2, -   , -   , -   ," (560,000)",0, -   
17-Jun-19,,Belanja timun,PAYM,Persediaan Ayam+Sambal+Lalap,Harta," 20,000 ",," 20,000 ", -   ,2, -   , -   , -   ," 20,000 ",0, -   
17-Jun-19,,Belanja pembersih+air mineral,CMSBL,Consumable,Beban," 16,000 ",," 36,000 ", -   ,2, -   , -   , -   ," 16,000 ",16000," 6,844,000 "
17-Jun-19,,"Belanja timun, pembersih lantai, air mineral",KAS,Kas dompet,Harta,," 36,000 ", -   , -   ,2, -   , -   , -   ," (36,000)",0, -   
17-Jun-19,,Laba penjualan kentang mustofa,KAS,Kas dompet,Harta," 5,000 ",," 5,000 ", -   ,2, -   , -   , -   ," 5,000 ",0, -   
17-Jun-19,,Laba penjualan kentang mustofa,PBT,Penjualan Barang Titip,Penjualan,," 5,000 ", -   , -   ,2, -   ," 5,000 "," 10,254,000 "," (5,000)",0, -   
18-Jun-19,,"Belanja cabe 2kg,timun 2kg,minyak 2L,terasi 2bungkus",PAYM,Persediaan Ayam+Sambal+Lalap,Harta," 144,000 ",," 144,000 ", -   ,2, -   , -   , -   ," 144,000 ",0, -   
18-Jun-19,,Belanja gas untuk dirumah,CMSBL,Consumable,Beban," 150,000 ",," 294,000 ", -   ,2, -   , -   , -   ," 150,000 ",150000," 6,994,000 "
18-Jun-19,,"Belanja cabe, timun, gas, terasi, minyak",KAS,Kas dompet,Harta,," 294,000 ", -   , -   ,2, -   , -   , -   ," (294,000)",0, -   
18-Jun-19,,"Pembelian ayam 140 ekor 120,2 kg @Rp 24.040",PAYM,Persediaan Ayam+Sambal+Lalap,Harta," 3,365,600 ",," 3,365,600 ", 140.00 ,142," 24,040.0 ", -   , -   ," 3,365,600 ",0, -   
18-Jun-19,,"Pembelian ayam 140 ekor 120,2 kg @Rp 24.040",KASBANK,Kas di Bank,Harta,," 3,365,600 ", -   , -   ,142, -   , -   , -   ," (3,365,600)",0, -   
18-Jun-19,,Setoran ke BANK,KASBANK,Kas di Bank,Harta," 7,000,000 ",," 7,000,000 ", -   ,142, -   , -   , -   ," 7,000,000 ",0, -   
18-Jun-19,,Setoran ke BANK,KAS,Kas dompet,Harta,," 7,000,000 ", -   , -   ,142, -   , -   , -   ," (7,000,000)",0, -   
18-Jun-19,,Beli gas,CMSBL,Consumable,Beban," 145,000 ",," 145,000 ", -   ,142, -   , -   , -   ," 145,000 ",145000," 7,139,000 "
18-Jun-19,,Beli gas,KAS,Kas dompet,Harta,," 145,000 ", -   , -   ,142, -   , -   , -   ," (145,000)",0, -   
18-Jun-19,,Penjualan ayam by Toko 8 ekor,KAS,Kas dompet,Harta," 492,000 ",," 492,000 ", -   ,142, -   , -   , -   ," 492,000 ",0, -   
18-Jun-19,,Penjualan ayam by Toko 8 ekor,PJTK,Penjualan Toko,Penjualan,," 492,000 ", -   , -   ,142, -   ," 492,000 "," 10,746,000 "," (492,000)",0, -   
18-Jun-19,,Penjualan ayam by Gojek 1 ekor,KASBANK,Kas di Bank,Harta," 60,000 ",," 60,000 ", -   ,142, -   , -   , -   ," 60,000 ",0, -   
